longitude,latitude,name,amenity,zipcode,zip_distance_km
-117.2309198,33.7834137,Saint James School,school,92572,0.2372500383896547
-118.1158411,34.1170626,William L. Valentine Elementary School,school,91108,0.5557969722126204
-118.1136259,34.1174725,Huntington Middle School,school,91108,0.40028432750247267
-118.4006611,33.992128,El Marino Language School,school,90230,0.340176898911972
-122.232571,37.8411624,Hillcrest Elementary School,school,94618,0.7037043075587298
-122.2123282,37.8302578,Montclair Elementary School,school,94620,1.8136207689252934
-122.2552742,37.832236,Oakland Technical Senior High School,school,94609,0.8556541270921676
-122.2452649,37.8573175,John Muir Elementary,school,94705,0.4164121925273176
-122.2507959,37.845888,Claremont Middle School,school,94618,0.9806965074189635
-122.2429218,37.8499638,Anthony Chabot Elementary School,school,94618,0.7997628216648197
-122.2398855,37.8482173,The College Preparatory School,school,94618,0.5696875086862658
-118.4060617,33.9727808,Cowan Avenue Elementary School,school,90045,1.541295722006191
-118.4039403,33.9677744,Orville Wright Middle School,school,90045,1.0458045283477084
-118.4051873,33.9620425,Kentwood Elementary School,school,90045,1.0292693640623076
-118.5313949,34.0467338,Palisades Charter High School,school,90272,0.4758821980908806
-122.2389073,37.8516846,Pear Tree Community School,school,94618,0.9612886249582865
-122.2374371,37.7902069,Roosevelt Middle School,school,94606,0.7768555476048488
-118.4200742,33.9864885,Marina Del Rey Middle School,school,90094,1.672812796168416
-121.7499283,38.5582555,Davis Senior High School,school,95616,0.8631356769910432
-121.7380258,38.5561615,Holmes Junior High School,school,95616,0.42030830215254106
-121.7774432,38.5519422,Ralph Waldo Emerson Junior High School,school,95616,3.106343052720411
-118.3925525,34.022111,Linwood E Howe Elementary School,school,90231,0.3807797443497073
-118.3777172,33.967589,Open Magnet Charter School,school,90045,1.5911801748104664
-121.7618698,37.2433336,Ledesma Elementary School,school,95138,2.0386648769739573
-122.2112866,37.8356311,Thornhill Elementary School,school,94611,1.6005146764633922
-122.1342171,37.4026938,Henry M. Gunn High School,school,94306,1.8053359285793473
-122.3042019,37.5237522,,school,94002,1.2360728654155566
-122.3091907,37.5302986,,school,94403,1.316232824143301
-122.3220648,37.5095678,Fox Elementary School,school,94002,2.7325048382481087
-122.3119245,37.5114229,Ralston Middle School,school,94002,1.8212017444978632
-122.0856135,37.4106772,Crittenden Middle School,school,94043,0.9122944860265492
-122.08421,37.4052776,Theuerkauf Elementary School,school,94043,0.593767197680968
-122.2885887,37.5053962,Carlmont High School,school,94002,1.3831448458863222
-122.3139681,37.9409087,Mira Vista School,school,94805,0.8666657590703467
-121.8443672,37.2166462,Leland High School,school,95120,1.18079673518738
-121.8451348,37.2130885,Bret Harte Middle School,school,95120,1.0958785074283723
-121.8370399,37.2115766,Graystone Elementary School,school,95120,1.8301146932507188
-122.283629,37.5105367,Charles Armstrong Elementary School,school,94002,1.105678193786291
-122.2867642,37.5151555,,school,94002,0.579970295243141
-122.2864795,37.5086196,Tierra Linda Middle School,school,94002,1.1199360648467298
-121.8815584,37.2604034,John Muir Middle School,school,95158,0.3989627409722173
-121.9180018,37.3428235,Bellarmine College Preparatory,school,95110,1.5079456451750268
-121.7619672,37.3109068,Chaboya Middle School,school,95135,1.5861475785501689
-122.293863,37.906837,El Cerrito High School,school,94530,1.0559083535698124
-122.2716908,37.884765,School of the Madeleine,school,94709,0.892258713755722
-121.7600269,37.6821858,Livermore High School,school,94550,0.2768562385312768
-122.4684982,37.6323161,Pacific Heights Middle School,school,94044,1.8250103495508676
-122.3872959,37.5879978,,school,94030,1.892131375285321
-121.9002922,36.5949739,Monterey High School,school,93942,0.766109117836096
-121.709107,38.5587309,Fred T. Korematsu Elementary School,school,95617,1.7490638581399176
-121.7013051,38.562625,Harper Jr. High School,school,95617,2.552615223629824
-122.048332,37.3356833,Homestead High School,school,95015,1.4622438039940986
-122.035772,37.3475821,Nimitz Elementary School,school,94087,0.30112951461071474
-122.0352763,37.3540064,Fremont High School,school,94087,0.4245573045557815
-122.3507683,37.5239912,Highlands Elementary School,school,94497,2.495377677656862
-122.4328414,37.64641,Ponderosa Elementary School,school,94080,1.4729859422620504
-122.4446539,37.6310023,,school,94066,1.5464648018192955
-122.4458873,37.6564829,,school,94080,1.973415688018219
-122.4501051,37.6621001,Alta Loma Middle School,school,94080,2.399593237505265
-122.2309174,37.8395,Holy Names Central High School,school,94618,0.9081130399701021
-122.4540128,37.6954369,John F Kennedy Elementary School,school,94016,1.3451254878574002
-122.4272969,37.7620041,Mission High School,school,94114,0.6215578630602535
-122.4086727,37.686121,Natalie Lipman Middle School,school,94005,0.9385195225756726
-122.4244531,37.6691123,Hillside Elementary School,school,94080,1.3050477471281399
-122.4360175,37.6658394,,school,94080,1.4473164480541125
-122.4272004,37.6619435,Parkway Heights Middle School,school,94080,0.6011213074938604
-122.4098783,37.6636851,,school,94083,1.0173322259879318
-122.4411784,37.6670827,El Camino High School,school,94080,1.8922944594368785
-122.4262006,37.64768,South San Francisco High School,school,94080,1.106655273410181
-122.4050741,37.6240724,Belle Air Elementary School,school,94128,1.1068763401442434
-122.4361768,37.6140631,John Muir Elementary School,school,94066,1.341079858322409
-122.2920954,37.8958289,Albany High School,school,94706,0.7100560111715096
-118.1025285,34.0830337,McKinley Elementary School,school,91776,0.9268654778051377
-118.1030178,34.106983,Washington Elementary School,school,91778,1.2369511052123061
-121.7331772,38.5522673,Da Vinci Charter Academy,school,95617,0.7555696100547079
-124.0821821,40.7855505,Freshwater Elementary School,school,95524,5.098234112315128
-117.2047955,32.8606708,University City High School,school,92122,0.7080165757519389
-121.685779,38.5512264,Pioneer Elementary,school,95617,3.4427902183863965
-121.7658633,38.5544233,Robert E. Willett Elementary School,school,95616,2.093611321037153
-121.7597279,38.5542851,Cesar Chavez Elementary School,school,95616,1.5598844270672034
-121.7264082,38.560677,Birch Lane Elementary School,school,95617,1.2576424673442343
-121.7163708,38.5412994,Marguerite Montgomery Elementary School,school,95617,1.1892725926439978
-122.0522598,37.3610142,Sunnyvale Middle School,school,94088,1.6549698020319468
-122.0566887,37.3659123,Cherry Chase Elementary School,school,94088,1.8302049079420712
-122.0750568,37.3744904,Amy Imai Elementary School,school,94035,1.5089841469629814
-122.1066378,37.3715298,Covington Elementary School,school,94023,1.656904398418289
-122.2799017,37.8188957,McClymonds High School,school,94607,1.3888413310309256
-122.2867435,37.8133889,Ralph J. Bunche Academy,school,94607,0.7140429525329104
-122.2096915,37.7743788,Fremont High School,school,94601,0.9204349932945922
-122.2360063,37.8042673,Oakland High School,school,94622,0.6197579232203055
-122.0714527,37.3579484,Oak Avenue Elementary School,school,94024,1.3525815415656757
-122.0664435,37.3590528,Mountain View High School,school,94024,1.812029393004681
-121.2332335,37.8217748,East Union High School,school,95336,1.990958247413175
-119.7253289,36.7736929,San Joaquin Valley College - Fresno Aviation,school,93727,2.8863898697718016
-117.2754786,33.1271018,Pinnacle Aviation Academy,school,92011,2.8230903308695514
-121.7463092,38.5489133,Martin Luther King Continuation High School,school,95616,0.6700863993626147
-122.0824682,37.3422387,Montclaire Elementary School,school,94024,1.4243584596432992
-121.2448933,37.7918831,Sierra High School,school,95337,1.5391833736623322
-121.2090145,37.7942037,Manteca High School,school,95336,2.1659742457294486
-122.1011745,37.3831757,Almond Elementary School,school,94023,1.1639848522692124
-122.1091104,37.3868205,Los Altos High School,school,94023,0.4762426286065888
-118.0993016,34.0984696,Del Mar High School,school,91778,0.6538105411875488
-117.9213134,33.7825906,Dr. C C Violette Elementary School,school,92840,0.7319304342374022
-117.9214523,33.7861362,Walton Intermediate,school,92840,0.5470529433199518
-117.9007498,33.7829104,Lampson Elementary School,school,92706,2.084439438482148
-117.9102703,33.7865727,Earl Warren Elementary School,school,92840,1.5742302504091858
-122.4119689,37.7477621,Leonard R. Flynn Elementary School,school,94110,0.45554367270981966
-122.0481915,37.3806788,Vargas Elementary School,school,94088,1.6878486074825967
-122.122806,37.393888,Santa Rita Elementary School,school,94023,1.2348553287370405
-117.1494606,32.7395505,Roosevelt Middle School,school,92103,1.5372755270626284
-121.9004919,37.3533069,Muwekma Ohlone Middle School,school,95112,1.3509135028786043
-121.8878926,37.3508335,Grant Elementary School,school,95112,0.36810422629083267
-121.8753724,37.3546633,Empire Gardens Elementary School,school,95112,1.2935279221576754
-121.9467977,37.3983294,Don Callejon School,school,95056,1.246261423596924
-121.8660818,37.337494,Selma Olinder Elementary School,school,95192,1.242557784161924
-121.871365,37.3493065,San José High School,school,95112,1.395030777729648
-121.8721957,37.3513949,Sunrise Middle School,school,95112,1.374968952964014
-121.8732456,37.3523592,San Jose Community School,school,95112,1.3259827160794013
-121.88524,37.3395958,Horace Mann Elementary School,school,95192,0.47670761880199036
-121.8800138,37.3975798,Brooktree Elementary School,school,95101,1.0893565980595645
-121.8727928,37.3798802,Vinci Elementary School,school,95131,0.9649256449406229
-121.8654841,37.356483,Anne Darling Elementary School,school,95116,1.398474032389531
-121.862197,37.3375137,McKinley Elementary School,school,95192,1.5851817600730325
-121.7951523,37.2348656,Santa Teresa Elementary School,school,95119,0.7118450002846832
-121.789001,37.2265061,Bernal Intermediate School,school,95119,0.7232823638645384
-121.8256732,37.2011835,Challenger School (Almaden),school,95042,2.7139567958827557
-121.8377402,37.3088259,Stonegate Elementary,school,95151,1.5907862751551323
-117.1714248,34.0618808,Franklin Elementary School,school,92374,0.5212979957558581
-123.2112366,39.2667683,Redwood Valley Elementary School,school,95470,1.672317994470518
-123.2180021,39.2673554,Eagle Peak Middle School,school,95470,1.2917712790913114
-122.0990247,37.4088985,Monta Loma Elementary School,school,94043,1.9362535578372007
-121.553461,39.0106691,,school,95992,5.206650419967861
-118.1230776,33.906304,St. John Bosco High School,school,90706,2.202632792507586
-121.5560841,36.8805265,Anzar High School,school,95045,4.25878894178681
-122.2580081,37.8343387,Emerson Elementary School,school,94609,0.5368566806403966
-122.2742674,37.8232682,Hoover Elementary School,school,94662,1.3113341358477895
-122.2317471,37.8526351,Henry J Kaiser Junior Elementary School,school,94611,1.0328771442773417
-122.2790399,37.8103502,KIPP: Bridge Academy,school,94607,0.6434654861338804
-122.2673476,37.7998193,Lincoln Elementary School,school,94604,0.5928264034398458
-122.2828011,37.806337,Martin Luther King Jr. Elementary School,school,94607,0.21906233255134422
-122.2588825,37.8496768,Peralta Elementary School,school,94705,1.1355650519648897
-122.2482418,37.8283426,Piedmont Avenue Elementary School,school,94620,1.5259762269433546
-122.2976293,37.8080266,Prescott School,school,94615,0.2846214333052291
